District,Date,Rainfall,Rainfall_1Day,Rainfall_3Day,Rainfall_7Day,Rainfall_7Day_Avg,FloodRisk
Chennai,2020-03-07,0.7,0.7,1.2999999999999998,1.4999999999999998,0.2142857142857142,0
Chennai,2020-03-08,0.2,0.2,1.4999999999999998,1.4999999999999998,0.2142857142857142,0
Chennai,2020-03-09,0.0,0.0,0.8999999999999999,1.4999999999999998,0.2142857142857142,0
Chennai,2020-03-10,0.0,0.0,0.1999999999999999,1.4999999999999998,0.2142857142857142,0
Chennai,2020-03-11,0.0,0.0,0.0,1.4999999999999998,0.2142857142857142,0
Chennai,2020-03-12,0.0,0.0,0.0,1.4999999999999998,0.2142857142857142,0
Chennai,2020-03-13,0.0,0.0,0.0,0.8999999999999997,0.1285714285714285,0
Chennai,2020-03-14,0.0,0.0,0.0,0.1999999999999998,0.0285714285714285,0
Chennai,2020-03-15,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-16,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-17,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-18,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-19,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-20,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-21,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-22,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-23,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-24,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-25,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-26,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-27,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-28,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-29,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-30,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-03-31,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-04-01,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-04-02,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-04-03,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-04-04,0.0,0.0,0.0,0.0,0.0,0
Chennai,2020-04-05,1.0,1.0,1.0,0.9999999999999998,0.1428571428571428,0
Chennai,2020-04-06,1.3,1.3,2.3,2.3,0.3285714285714285,0
Chennai,2020-04-07,0.6,0.6,2.9,2.9,0.4142857142857142,0
Chennai,2020-04-08,0.8,0.8,2.7,3.7,0.5285714285714286,0
Chennai,2020-04-09,1.5,1.5,2.9000000000000004,5.199999999999999,0.7428571428571428,0
Chennai,2020-04-10,0.1,0.1,2.4,5.3,0.7571428571428571,0
Chennai,2020-04-11,0.3,0.3,1.9000000000000004,5.6,0.7999999999999999,0
Chennai,2020-04-12,0.0,0.0,0.4000000000000002,4.6,0.6571428571428571,0
Chennai,2020-04-13,0.0,0.0,0.3000000000000002,3.3,0.4714285714285714,0
Chennai,2020-04-14,0.0,0.0,0.0,2.7,0.3857142857142857,0
Chennai,2020-04-15,0.0,0.0,0.0,1.8999999999999997,0.2714285714285713,0
Chennai,2020-04-16,0.0,0.0,0.0,0.3999999999999996,0.057142857142857,0
Chennai,2020-04-17,0.0,0.0,0.0,0.2999999999999996,0.0428571428571428,0
Chennai,2020-04-18,0.2,0.2,0.2000000000000002,0.1999999999999995,0.0285714285714285,0
Chennai,2020-04-19,0.2,0.2,0.4000000000000002,0.3999999999999996,0.057142857142857,0
Chennai,2020-04-20,0.2,0.2,0.6000000000000001,0.5999999999999996,0.0857142857142856,0
Chennai,2020-04-21,0.0,0.0,0.4000000000000002,0.5999999999999996,0.0857142857142856,0
Chennai,2020-04-22,0.2,0.2,0.4000000000000002,0.7999999999999996,0.1142857142857142,0
Chennai,2020-04-23,0.0,0.0,0.2000000000000002,0.7999999999999996,0.1142857142857142,0
Chennai,2020-04-24,0.2,0.2,0.4000000000000002,0.9999999999999996,0.1428571428571428,0
Chennai,2020-04-25,0.0,0.0,0.2000000000000002,0.7999999999999996,0.1142857142857142,0
Chennai,2020-04-26,0.5,0.5,0.7000000000000002,1.0999999999999996,0.157142857142857,0
Chennai,2020-04-27,2.9,2.9,3.4000000000000004,3.8,0.5428571428571428,0
Chennai,2020-04-28,0.9,0.9,4.3,4.699999999999999,0.6714285714285714,0
Chennai,2020-04-29,0.0,0.0,3.8,4.499999999999999,0.6428571428571427,0
Chennai,2020-04-30,0.3,0.3,1.2,4.799999999999999,0.6857142857142856,0
Chennai,2020-05-01,0.0,0.0,0.3,4.599999999999999,0.6571428571428569,0
Chennai,2020-05-02,0.0,0.0,0.3,4.599999999999999,0.6571428571428569,0
Chennai,2020-05-03,0.0,0.0,0.0,4.099999999999999,0.5857142857142855,0
Chennai,2020-05-04,0.0,0.0,0.0,1.1999999999999995,0.1714285714285713,0
Chennai,2020-05-05,0.0,0.0,0.0,0.2999999999999995,0.0428571428571427,0
Chennai,2020-05-06,0.0,0.0,0.0,0.2999999999999995,0.0428571428571427,0
Chennai,2020-05-07,0.2,0.2,0.2,0.1999999999999995,0.0285714285714285,0
Chennai,2020-05-08,0.2,0.2,0.4,0.3999999999999996,0.057142857142857,0
Chennai,2020-05-09,0.0,0.0,0.4,0.3999999999999996,0.057142857142857,0
Chennai,2020-05-10,0.0,0.0,0.2,0.3999999999999996,0.057142857142857,0
Chennai,2020-05-11,0.3,0.3,0.3,0.6999999999999995,0.0999999999999999,0
Chennai,2020-05-12,1.0,1.0,1.3,1.6999999999999995,0.2428571428571428,0
Chennai,2020-05-13,0.0,0.0,1.3,1.6999999999999995,0.2428571428571428,0
Chennai,2020-05-14,0.2,0.2,1.2,1.6999999999999995,0.2428571428571428,0
Chennai,2020-05-15,0.7,0.7,0.8999999999999999,2.1999999999999997,0.3142857142857141,0
Chennai,2020-05-16,0.1,0.1,1.0,2.2999999999999994,0.3285714285714284,0
Chennai,2020-05-17,0.0,0.0,0.7999999999999998,2.2999999999999994,0.3285714285714284,0
Chennai,2020-05-18,0.4,0.4,0.4999999999999999,2.3999999999999995,0.3428571428571428,0
Chennai,2020-05-19,0.1,0.1,0.4999999999999999,1.4999999999999996,0.2142857142857142,0
Chennai,2020-05-20,0.0,0.0,0.4999999999999999,1.4999999999999996,0.2142857142857142,0
Chennai,2020-05-21,0.0,0.0,0.0999999999999999,1.2999999999999996,0.1857142857142856,0
Chennai,2020-05-22,0.0,0.0,0.0,0.5999999999999995,0.0857142857142856,0
Chennai,2020-05-23,0.0,0.0,0.0,0.4999999999999995,0.0714285714285713,0
Chennai,2020-05-24,0.2,0.2,0.1999999999999999,0.6999999999999996,0.0999999999999999,0
Chennai,2020-05-25,0.1,0.1,0.2999999999999999,0.3999999999999996,0.057142857142857,0
Chennai,2020-05-26,1.1,1.1,1.4,1.3999999999999997,0.1999999999999999,0
Chennai,2020-05-27,0.2,0.2,1.4,1.5999999999999996,0.2285714285714285,0
Chennai,2020-05-28,0.0,0.0,1.2999999999999998,1.5999999999999996,0.2285714285714285,0
Chennai,2020-05-29,0.0,0.0,0.1999999999999998,1.5999999999999996,0.2285714285714285,0
Chennai,2020-05-30,0.0,0.0,0.0,1.5999999999999996,0.2285714285714285,0
Chennai,2020-05-31,0.0,0.0,0.0,1.3999999999999997,0.1999999999999999,0
Chennai,2020-06-01,0.0,0.0,0.0,1.2999999999999996,0.1857142857142856,0
Chennai,2020-06-02,0.7,0.7,0.6999999999999997,0.8999999999999995,0.1285714285714285,0
Chennai,2020-06-03,0.0,0.0,0.6999999999999997,0.6999999999999995,0.0999999999999999,0
Chennai,2020-06-04,0.0,0.0,0.6999999999999997,0.6999999999999995,0.0999999999999999,0
Chennai,2020-06-05,0.7,0.7,0.6999999999999997,1.3999999999999997,0.1999999999999999,0
Chennai,2020-06-06,2.2,2.2,2.9,3.6,0.5142857142857142,0
Chennai,2020-06-07,0.0,0.0,2.9,3.6,0.5142857142857142,0
Chennai,2020-06-08,0.1,0.1,2.3000000000000003,3.7,0.5285714285714286,0
Chennai,2020-06-09,0.0,0.0,0.1,3.0,0.4285714285714285,0
Chennai,2020-06-10,0.8,0.8,0.9,3.8,0.5428571428571428,0
Chennai,2020-06-11,1.2,1.2,2.0,5.0,0.7142857142857143,0
Chennai,2020-06-12,0.0,0.0,2.0,4.3,0.6142857142857142,0
Chennai,2020-06-13,0.7,0.7,1.9,2.8,0.3999999999999999,0
Chennai,2020-06-14,0.7,0.7,1.4,3.5,0.4999999999999999,0
Chennai,2020-06-15,1.9,1.9,3.3,5.299999999999999,0.757142857142857,0
Chennai,2020-06-16,0.0,0.0,2.6,5.299999999999999,0.757142857142857,0
Chennai,2020-06-17,0.5,0.5,2.4,5.0,0.7142857142857143,0
Chennai,2020-06-18,0.3,0.3,0.8,4.1,0.5857142857142856,0
Chennai,2020-06-19,0.3,0.3,1.1,4.4,0.6285714285714284,0
Chennai,2020-06-20,0.4,0.4,1.0,4.1,0.5857142857142856,0
Chennai,2020-06-21,0.4,0.4,1.1,3.8,0.5428571428571428,0
Chennai,2020-06-22,7.1,7.1,7.899999999999999,9.0,1.2857142857142858,0
Chennai,2020-06-23,8.1,8.1,15.599999999999998,17.099999999999998,2.4428571428571426,0
Chennai,2020-06-24,2.5,2.5,17.7,19.1,2.728571428571428,0
Chennai,2020-06-25,1.3,1.3,11.900000000000002,20.1,2.871428571428571,0
Chennai,2020-06-26,3.3,3.3,7.1,23.099999999999994,3.2999999999999994,0
Chennai,2020-06-27,2.1,2.1,6.699999999999999,24.8,3.5428571428571423,0
Chennai,2020-06-28,2.8,2.8,8.2,27.2,3.8857142857142857,0
Chennai,2020-06-29,5.7,5.7,10.6,25.8,3.6857142857142855,0
Chennai,2020-06-30,10.3,10.3,18.800000000000004,28.0,4.0,0
Chennai,2020-07-01,7.1,7.1,23.1,32.6,4.6571428571428575,0
Chennai,2020-07-02,4.9,4.9,22.300000000000004,36.2,5.171428571428572,0
Chennai,2020-07-03,1.8,1.8,13.800000000000002,34.7,4.957142857142857,0
Chennai,2020-07-04,1.7,1.7,8.400000000000002,34.3,4.9,0
Chennai,2020-07-05,0.0,0.0,3.5000000000000018,31.5,4.5,0
Chennai,2020-07-06,1.4,1.4,3.1000000000000014,27.2,3.885714285714285,0
Chennai,2020-07-07,2.6,2.6,4.000000000000002,19.5,2.7857142857142856,0
Chennai,2020-07-08,5.8,5.8,9.8,18.2,2.6,0
Chennai,2020-07-09,17.0,17.0,25.4,30.3,4.328571428571428,0
Chennai,2020-07-10,22.2,22.2,45.0,50.7,7.242857142857142,1
Chennai,2020-07-11,5.4,5.4,44.6,54.4,7.771428571428571,1
Chennai,2020-07-12,5.7,5.7,33.3,60.1,8.585714285714285,1
Chennai,2020-07-13,5.8,5.8,16.9,64.5,9.214285714285714,1
Chennai,2020-07-14,0.8,0.8,12.3,62.7,8.957142857142857,1
Chennai,2020-07-15,4.0,4.0,10.6,60.9,8.7,1
Chennai,2020-07-16,0.8,0.8,5.6,44.7,6.385714285714285,0
Chennai,2020-07-17,1.1,1.1,5.9,23.6,3.371428571428571,0
Chennai,2020-07-18,0.0,0.0,1.9,18.2,2.599999999999999,0
Chennai,2020-07-19,3.9,3.9,5.0,16.399999999999995,2.342857142857142,0
Chennai,2020-07-20,6.6,6.6,10.5,17.199999999999996,2.4571428571428564,0
Chennai,2020-07-21,0.5,0.5,11.0,16.899999999999995,2.4142857142857137,0
Chennai,2020-07-22,0.7,0.7,7.8,13.599999999999994,1.942857142857142,0
Chennai,2020-07-23,11.9,11.9,13.1,24.7,3.528571428571428,0
Chennai,2020-07-24,9.7,9.7,22.3,33.3,4.757142857142857,0
Chennai,2020-07-25,2.3,2.3,23.9,35.599999999999994,5.0857142857142845,0
Chennai,2020-07-26,0.3,0.3,12.3,32.0,4.571428571428571,0
Chennai,2020-07-27,5.5,5.5,8.1,30.9,4.414285714285714,0
Chennai,2020-07-28,13.2,13.2,19.0,43.6,6.228571428571428,0
Chennai,2020-07-29,25.1,25.1,43.8,68.0,9.714285714285714,1
Chennai,2020-07-30,8.9,8.9,47.2,65.0,9.285714285714286,1
Chennai,2020-07-31,5.2,5.2,39.2,60.49999999999999,8.642857142857142,1
Chennai,2020-08-01,0.6,0.6,14.7,58.8,8.4,1
Chennai,2020-08-02,8.2,8.2,14.0,66.7,9.528571428571428,1
Chennai,2020-08-03,1.5,1.5,10.3,62.7,8.957142857142857,1
Chennai,2020-08-04,0.7,0.7,10.4,50.2,7.171428571428571,1
Chennai,2020-08-05,3.5,3.5,5.7,28.599999999999994,4.0857142857142845,0
Chennai,2020-08-06,0.0,0.0,4.2,19.7,2.8142857142857136,0
Chennai,2020-08-07,1.3,1.3,4.8,15.799999999999992,2.257142857142856,0
Chennai,2020-08-08,0.8,0.8,2.1,15.999999999999991,2.2857142857142847,0
Chennai,2020-08-09,5.4,5.4,7.5,13.199999999999994,1.8857142857142848,0
Chennai,2020-08-10,9.9,9.9,16.1,21.599999999999994,3.085714285714285,0
Chennai,2020-08-11,4.7,4.7,20.0,25.599999999999994,3.657142857142856,0
Chennai,2020-08-12,0.5,0.5,15.099999999999998,22.599999999999994,3.228571428571428,0
Chennai,2020-08-13,0.1,0.1,5.299999999999998,22.7,3.2428571428571424,0
Chennai,2020-08-14,0.3,0.3,0.8999999999999982,21.7,3.099999999999999,0
Chennai,2020-08-15,0.0,0.0,0.3999999999999982,20.899999999999995,2.985714285714285,0
Chennai,2020-08-16,1.4,1.4,1.6999999999999982,16.89999999999999,2.4142857142857133,0
Chennai,2020-08-17,2.8,2.8,4.1999999999999975,9.799999999999994,1.399999999999999,0
Chennai,2020-08-18,3.3,3.3,7.499999999999998,8.399999999999991,1.1999999999999988,0
Chennai,2020-08-19,0.0,0.0,6.099999999999998,7.899999999999992,1.1285714285714274,0
Chennai,2020-08-20,0.0,0.0,3.299999999999998,7.799999999999993,1.1142857142857132,0
Chennai,2020-08-21,0.9,0.9,0.8999999999999982,8.399999999999991,1.1999999999999988,0
Chennai,2020-08-22,6.3,6.3,7.199999999999998,14.699999999999992,2.0999999999999988,0
Chennai,2020-08-23,7.1,7.1,14.299999999999995,20.39999999999999,2.9142857142857133,0
Chennai,2020-08-24,9.7,9.7,23.099999999999994,27.29999999999999,3.899999999999999,0
Chennai,2020-08-25,3.3,3.3,20.099999999999994,27.29999999999999,3.899999999999999,0
Chennai,2020-08-26,3.7,3.7,16.699999999999996,30.999999999999996,4.428571428571428,0
Chennai,2020-08-27,1.5,1.5,8.499999999999998,32.49999999999999,4.6428571428571415,0
Chennai,2020-08-28,2.3,2.3,7.499999999999998,33.89999999999999,4.842857142857142,0
Chennai,2020-08-29,2.0,2.0,5.799999999999998,29.59999999999999,4.228571428571427,0
Chennai,2020-08-30,6.8,6.8,11.099999999999998,29.299999999999997,4.185714285714285,0
Chennai,2020-08-31,7.2,7.2,15.999999999999996,26.799999999999997,3.828571428571428,0
Chennai,2020-09-01,12.4,12.4,26.4,35.89999999999999,5.128571428571427,0
Chennai,2020-09-02,17.0,17.0,36.6,49.19999999999999,7.028571428571427,0
Chennai,2020-09-03,0.3,0.3,29.7,47.99999999999999,6.857142857142856,0
Chennai,2020-09-04,3.2,3.2,20.5,48.89999999999999,6.985714285714285,0
Chennai,2020-09-05,0.9,0.9,4.4,47.8,6.828571428571428,0
Chennai,2020-09-06,4.3,4.3,8.4,45.3,6.471428571428571,0
Chennai,2020-09-07,1.9,1.9,7.1,39.99999999999999,5.7142857142857135,0
Chennai,2020-09-08,5.3,5.3,11.5,32.89999999999999,4.699999999999998,0
Chennai,2020-09-09,5.3,5.3,12.5,21.199999999999992,3.028571428571428,0
Chennai,2020-09-10,2.2,2.2,12.8,23.099999999999994,3.2999999999999994,0
Chennai,2020-09-11,1.1,1.1,8.600000000000001,20.999999999999996,2.999999999999999,0
Chennai,2020-09-12,7.0,7.0,10.3,27.099999999999994,3.8714285714285706,0
Chennai,2020-09-13,24.6,24.6,32.7,47.39999999999999,6.7714285714285705,0
Chennai,2020-09-14,4.4,4.4,36.0,49.9,7.128571428571428,0
Chennai,2020-09-15,3.8,3.8,32.800000000000004,48.39999999999999,6.914285714285713,0
Chennai,2020-09-16,4.6,4.6,12.8,47.7,6.814285714285714,0
Chennai,2020-09-17,1.5,1.5,9.9,46.99999999999999,6.7142857142857135,0
Chennai,2020-09-18,11.3,11.3,17.4,57.19999999999999,8.171428571428569,1
Chennai,2020-09-19,13.9,13.9,26.7,64.1,9.157142857142857,1
Chennai,2020-09-20,0.9,0.9,26.1,40.4,5.771428571428571,0
Chennai,2020-09-21,0.0,0.0,14.8,35.99999999999999,5.1428571428571415,0
Chennai,2020-09-22,0.1,0.1,0.9999999999999982,32.3,4.614285714285714,0
Chennai,2020-09-23,0.2,0.2,0.2999999999999982,27.899999999999995,3.985714285714285,0
Chennai,2020-09-24,0.0,0.0,0.2999999999999982,26.399999999999995,3.771428571428571,0
Chennai,2020-09-25,5.3,5.3,5.499999999999998,20.39999999999999,2.9142857142857133,0
Chennai,2020-09-26,2.4,2.4,7.699999999999997,8.899999999999993,1.2714285714285705,0
Chennai,2020-09-27,2.4,2.4,10.099999999999998,10.399999999999991,1.4857142857142844,0
Chennai,2020-09-28,1.6,1.6,6.399999999999999,11.999999999999991,1.7142857142857133,0
Chennai,2020-09-29,24.1,24.1,28.1,35.99999999999999,5.1428571428571415,0
Chennai,2020-09-30,3.6,3.6,29.300000000000004,39.39999999999999,5.628571428571427,0
Chennai,2020-10-01,11.3,11.3,39.0,50.69999999999999,7.242857142857141,1
Chennai,2020-10-02,0.5,0.5,15.4,45.89999999999999,6.557142857142856,0
Chennai,2020-10-03,0.1,0.1,11.9,43.6,6.228571428571428,0
Chennai,2020-10-04,0.3,0.3,0.9,41.49999999999999,5.928571428571428,0
Chennai,2020-10-05,0.0,0.0,0.4,39.89999999999999,5.699999999999998,0
Chennai,2020-10-06,0.4,0.4,0.7000000000000001,16.199999999999992,2.314285714285713,0
Chennai,2020-10-07,0.5,0.5,0.9,13.099999999999994,1.8714285714285703,0
Chennai,2020-10-08,2.6,2.6,3.5,4.399999999999993,0.6285714285714276,0
Chennai,2020-10-09,5.4,5.4,8.5,9.299999999999994,1.3285714285714276,0
Chennai,2020-10-10,28.5,28.5,36.5,37.7,5.385714285714285,0
Chennai,2020-10-11,21.6,21.6,55.5,59.0,8.428571428571429,1
Chennai,2020-10-12,1.5,1.5,51.6,60.5,8.642857142857142,1
Chennai,2020-10-13,1.7,1.7,24.8,61.8,8.828571428571427,1
Chennai,2020-10-14,0.2,0.2,3.4,61.49999999999999,8.785714285714285,1
Chennai,2020-10-15,0.0,0.0,1.9,58.89999999999999,8.414285714285713,1
Chennai,2020-10-16,3.8,3.8,4.0,57.3,8.185714285714285,1
Chennai,2020-10-17,24.8,24.8,28.6,53.6,7.657142857142857,1
Chennai,2020-10-18,12.1,12.1,40.7,44.1,6.299999999999999,0
Chennai,2020-10-19,6.1,6.1,43.0,48.69999999999999,6.957142857142856,0
Chennai,2020-10-20,26.2,26.2,44.4,73.19999999999999,10.457142857142856,1
Chennai,2020-10-21,10.4,10.4,42.7,83.39999999999999,11.914285714285713,1
Chennai,2020-10-22,18.6,18.6,55.2,102.0,14.57142857142857,2
Chennai,2020-10-23,22.5,22.5,51.5,120.7,17.24285714285714,2
Chennai,2020-10-24,2.1,2.1,43.2,98.0,13.999999999999998,1
Chennai,2020-10-25,0.0,0.0,24.6,85.89999999999999,12.27142857142857,1
Chennai,2020-10-26,0.0,0.0,2.1,79.79999999999998,11.399999999999997,1
Chennai,2020-10-27,1.9,1.9,1.9,55.49999999999999,7.928571428571428,1
Chennai,2020-10-28,9.4,9.4,11.3,54.49999999999999,7.785714285714285,1
Chennai,2020-10-29,16.0,16.0,27.3,51.89999999999999,7.414285714285713,1
Chennai,2020-10-30,0.3,0.3,25.700000000000003,29.699999999999992,4.242857142857142,0
Chennai,2020-10-31,0.0,0.0,16.3,27.59999999999999,3.9428571428571417,0
Chennai,2020-11-01,0.0,0.0,0.3,27.59999999999999,3.9428571428571417,0
Chennai,2020-11-02,0.2,0.2,0.2,27.79999999999999,3.97142857142857,0
Chennai,2020-11-03,0.5,0.5,0.7,26.39999999999999,3.77142857142857,0
Chennai,2020-11-04,9.2,9.2,9.9,26.199999999999992,3.7428571428571416,0
Chennai,2020-11-05,7.5,7.5,17.2,17.699999999999992,2.528571428571428,0
Chennai,2020-11-06,5.0,5.0,21.7,22.39999999999999,3.199999999999999,0
Chennai,2020-11-07,5.7,5.7,18.2,28.09999999999999,4.014285714285713,0
Chennai,2020-11-08,1.0,1.0,11.7,29.09999999999999,4.157142857142856,0
Chennai,2020-11-09,0.0,0.0,6.7,28.89999999999999,4.128571428571427,0
Chennai,2020-11-10,0.1,0.1,1.1,28.499999999999996,4.07142857142857,0
Chennai,2020-11-11,6.4,6.4,6.5,25.699999999999992,3.6714285714285695,0
Chennai,2020-11-12,19.5,19.5,26.0,37.69999999999999,5.385714285714284,0
Chennai,2020-11-13,8.4,8.4,34.3,41.1,5.871428571428571,0
Chennai,2020-11-14,2.0,2.0,29.9,37.39999999999999,5.342857142857142,0
Chennai,2020-11-15,25.4,25.4,35.8,61.79999999999999,8.828571428571427,1
Chennai,2020-11-16,53.5,53.5,80.9,115.29999999999998,16.471428571428568,2
Chennai,2020-11-17,10.2,10.2,89.1,125.4,17.914285714285715,2
Chennai,2020-11-18,3.5,3.5,67.2,122.5,17.499999999999996,2
Chennai,2020-11-19,1.1,1.1,14.8,104.1,14.87142857142857,2
Chennai,2020-11-20,0.1,0.1,4.7,95.8,13.685714285714283,1
Chennai,2020-11-21,0.0,0.0,1.2000000000000002,93.8,13.4,1
Chennai,2020-11-22,0.0,0.0,0.1,68.39999999999999,9.77142857142857,1
Chennai,2020-11-23,1.7,1.7,1.7,16.59999999999999,2.37142857142857,0
Chennai,2020-11-24,20.0,20.0,21.7,26.39999999999999,3.77142857142857,0
Chennai,2020-11-25,97.3,97.3,119.0,120.2,17.17142857142857,2
Chennai,2020-11-26,11.4,11.4,128.7,130.5,18.642857142857142,2
Chennai,2020-11-27,2.1,2.1,110.8,132.5,18.928571428571427,2
Chennai,2020-11-28,3.0,3.0,16.5,135.5,19.357142857142858,2
Chennai,2020-11-29,4.1,4.1,9.2,139.6,19.942857142857143,2
Chennai,2020-11-30,2.0,2.0,9.1,139.89999999999998,19.985714285714284,2
Chennai,2020-12-01,0.0,0.0,6.1,119.89999999999998,17.128571428571426,2
Chennai,2020-12-02,10.1,10.1,12.1,32.7,4.671428571428572,0
Chennai,2020-12-03,57.0,57.0,67.1,78.30000000000001,11.185714285714289,1
Chennai,2020-12-04,46.5,46.5,113.6,122.7,17.52857142857143,2
Chennai,2020-12-05,18.9,18.9,122.4,138.6,19.8,2
Chennai,2020-12-06,21.5,21.5,86.9,156.0,22.285714285714285,2
Chennai,2020-12-07,29.7,29.7,70.1,183.7,26.24285714285714,2
